,Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Song ID,Genre,Release Date,Weeks Charted,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,title,artist
1352,1355,69,11,2020-01-10--2020-01-17,VIBEZ,"5,121,486",DaBaby,7601122,0fySG6A6qLE8IvDpayb5bM,"['north carolina hip hop', 'rap']",2019-09-27,"2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",75,0.768,0.652,-2.708,0.307,0.113,0.107,154.187,144935,0.777,C#/Db,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187,audio_features,0fySG6A6qLE8IvDpayb5bM,spotify:track:0fySG6A6qLE8IvDpayb5bM,https://api.spotify.com/v1/tracks/0fySG6A6qLE8IvDpayb5bM,https://api.spotify.com/v1/audio-analysis/0fySG6A6qLE8IvDpayb5bM,144935,4,VIBEZ,DaBaby
1353,1356,69,7,2020-01-03--2020-01-10,Mean It,"5,110,064","Lauv, LANY",4442273,3uc8AGNL0KbvISIrjnfRvN,"['dance pop', 'electropop', 'pop', 'post-teen pop']",2020-03-06,"2020-03-06--2020-03-13
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",72,0.746,0.45,-8.543,0.0872,0.0407,0.172,95.998,232853,0.336,G,0.746,0.45,7,-8.543,1,0.0873,0.0407,0.0,0.172,0.336,95.998,audio_features,3uc8AGNL0KbvISIrjnfRvN,spotify:track:3uc8AGNL0KbvISIrjnfRvN,https://api.spotify.com/v1/tracks/3uc8AGNL0KbvISIrjnfRvN,https://api.spotify.com/v1/audio-analysis/3uc8AGNL0KbvISIrjnfRvN,232853,4,Mean It,"Lauv, LANY"
1354,1357,49,1,2020-02-28--2020-03-06,That Way,"12,059,592",Lil Uzi Vert,11821805,5raTDhlbxFDnpn89bxArdH,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-01,2020-02-28--2020-03-06,67,0.719,0.611,-5.01,0.0403,0.0582,0.155,129.962,212354,0.489,G,0.719,0.611,7,-5.01,0,0.0403,0.0582,0.0,0.155,0.489,129.962,audio_features,5raTDhlbxFDnpn89bxArdH,spotify:track:5raTDhlbxFDnpn89bxArdH,https://api.spotify.com/v1/tracks/5raTDhlbxFDnpn89bxArdH,https://api.spotify.com/v1/audio-analysis/5raTDhlbxFDnpn89bxArdH,212354,4,That Way,Lil Uzi Vert
1355,1358,106,1,2020-02-28--2020-03-06,Live Off My Closet (feat. Future),"7,410,327",Lil Baby,7816213,6AyWdCtEn1DdxjnxPeojR2,"['atl hip hop', 'atl trap', 'rap', 'trap']",2020-02-28,2020-02-28--2020-03-06,59,0.807,0.678,-3.244,0.177,0.0345,0.0986,147.004,173061,0.21,F#/Gb,0.807,0.678,6,-3.244,0,0.177,0.0345,0.0,0.0986,0.21,147.004,audio_features,6AyWdCtEn1DdxjnxPeojR2,spotify:track:6AyWdCtEn1DdxjnxPeojR2,https://api.spotify.com/v1/tracks/6AyWdCtEn1DdxjnxPeojR2,https://api.spotify.com/v1/audio-analysis/6AyWdCtEn1DdxjnxPeojR2,173061,4,Live Off My Closet (feat. Future),Lil Baby
1356,1359,123,1,2020-02-28--2020-03-06,Commercial (feat. Lil Uzi Vert),"6,540,577",Lil Baby,7816213,3tDqEKKUs6gf8zMvSuLyLA,"['atl hip hop', 'atl trap', 'rap', 'trap']",2020-02-28,2020-02-28--2020-03-06,67,0.892,0.486,-8.637,0.384,0.048,0.146,120.998,214215,0.535,B,0.892,0.486,11,-8.637,0,0.384,0.048,0.0,0.146,0.535,120.998,audio_features,3tDqEKKUs6gf8zMvSuLyLA,spotify:track:3tDqEKKUs6gf8zMvSuLyLA,https://api.spotify.com/v1/tracks/3tDqEKKUs6gf8zMvSuLyLA,https://api.spotify.com/v1/audio-analysis/3tDqEKKUs6gf8zMvSuLyLA,214215,4,Commercial (feat. Lil Uzi Vert),Lil Baby
1357,1360,75,6,2020-01-10--2020-01-17,Sum 2 Prove,"6,497,610",Lil Baby,7816213,2u3EyuCqqV31woqGvO9LBz,"['atl hip hop', 'atl trap', 'rap', 'trap']",2020-01-10,"2020-02-28--2020-03-06
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17",71,0.823,0.552,-7.57,0.324,0.0174,0.122,124.038,205760,0.418,E,0.827,0.552,4,-7.571,0,0.274,0.0169,0.0,0.122,0.408,124.011,audio_features,5f4Hy5mw5SRaUgXX9c6P5S,spotify:track:5f4Hy5mw5SRaUgXX9c6P5S,https://api.spotify.com/v1/tracks/5f4Hy5mw5SRaUgXX9c6P5S,https://api.spotify.com/v1/audio-analysis/5f4Hy5mw5SRaUgXX9c6P5S,205760,4,Sum 2 Prove,Lil Baby
1358,1361,47,2,2020-02-21--2020-02-28,Filter,"5,913,946",BTS,37151476,0ono6UCNVZ1XqOm6j78Blu,"['k-pop', 'k-pop boy group']",2020-02-21,"2020-02-28--2020-03-06
2020-02-21--2020-02-28",79,0.781,0.762,-5.188,0.0626,0.0222,0.121,110.042,180221,0.86,A#/Bb,0.781,0.762,10,-5.188,0,0.0626,0.0222,0.0,0.121,0.86,110.042,audio_features,0ono6UCNVZ1XqOm6j78Blu,spotify:track:0ono6UCNVZ1XqOm6j78Blu,https://api.spotify.com/v1/tracks/0ono6UCNVZ1XqOm6j78Blu,https://api.spotify.com/v1/audio-analysis/0ono6UCNVZ1XqOm6j78Blu,180221,4,Filter,BTS
1359,1362,151,1,2020-02-28--2020-03-06,Matrix,"5,724,739",Apache 207,1674348,7ygVaACDENw4PgLbN1awFE,['german hip hop'],2020-02-24,2020-02-28--2020-03-06,55,0.789,0.509,-8.766,0.291,0.768,0.272,114.957,183793,0.418,A,0.789,0.509,9,-8.766,0,0.291,0.768,3.36e-06,0.272,0.418,114.957,audio_features,7ygVaACDENw4PgLbN1awFE,spotify:track:7ygVaACDENw4PgLbN1awFE,https://api.spotify.com/v1/tracks/7ygVaACDENw4PgLbN1awFE,https://api.spotify.com/v1/audio-analysis/7ygVaACDENw4PgLbN1awFE,183793,4,Matrix,Apache 207
1360,1363,91,10,2020-01-31--2020-02-07,Bellaquita - Remix,"5,676,621","Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",3600989,1Xnn1TPyr5h0hpRAT4B4EA,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",2019-11-22,"2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",67,0.795,0.715,-3.582,0.0838,0.141,0.179,165.941,304733,0.758,C#/Db,0.795,0.715,1,-3.583,1,0.0836,0.142,1.9e-06,0.179,0.751,165.95,audio_features,4GGwM2Krtlx9G9ii1RaEOx,spotify:track:4GGwM2Krtlx9G9ii1RaEOx,https://api.spotify.com/v1/tracks/4GGwM2Krtlx9G9ii1RaEOx,https://api.spotify.com/v1/audio-analysis/4GGwM2Krtlx9G9ii1RaEOx,304733,4,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles"
1361,1364,139,9,2020-01-10--2020-01-17,Infeliz,"5,490,386","Arcangel, Bad Bunny",6671084,4z6wo6PJG4Fve45OXK6D9m,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",2019-12-20,"2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10",72,0.713,0.798,-3.147,0.219,0.366,0.246,176.073,221103,0.721,C#/Db,0.713,0.798,1,-3.147,1,0.219,0.366,4.3e-06,0.246,0.721,176.073,audio_features,4z6wo6PJG4Fve45OXK6D9m,spotify:track:4z6wo6PJG4Fve45OXK6D9m,https://api.spotify.com/v1/tracks/4z6wo6PJG4Fve45OXK6D9m,https://api.spotify.com/v1/audio-analysis/4z6wo6PJG4Fve45OXK6D9m,221103,4,Infeliz,"Arcangel, Bad Bunny"
1362,1365,60,10,2019-12-27--2020-01-03,Que Tire Pa Lante,"5,436,773",Daddy Yankee,23936368,6RyaV7owmVU6fzEPE17sF1,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",2019-10-18,"2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",72,0.658,0.901,-2.814,0.0357,0.0478,0.12,93.979,210520,0.708,G,0.658,0.901,7,-2.814,1,0.0357,0.0478,0.0,0.12,0.708,93.979,audio_features,6RyaV7owmVU6fzEPE17sF1,spotify:track:6RyaV7owmVU6fzEPE17sF1,https://api.spotify.com/v1/tracks/6RyaV7owmVU6fzEPE17sF1,https://api.spotify.com/v1/audio-analysis/6RyaV7owmVU6fzEPE17sF1,210520,4,Que Tire Pa Lante,Daddy Yankee
1363,1366,32,10,2020-01-03--2020-01-10,Futsal Shuffle 2020,"5,386,512",Lil Uzi Vert,11821805,2Ec33AVlkTTq8BHFgBTdQs,"['melodic rap', 'philly rap', 'rap', 'trap']",2019-12-12,"2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",67,0.881,0.457,-8.191,0.156,0.0327,0.231,136.97,198913,0.296,G,0.881,0.457,7,-8.191,0,0.156,0.0327,0.0,0.231,0.296,136.97,audio_features,2Ec33AVlkTTq8BHFgBTdQs,spotify:track:2Ec33AVlkTTq8BHFgBTdQs,https://api.spotify.com/v1/tracks/2Ec33AVlkTTq8BHFgBTdQs,https://api.spotify.com/v1/audio-analysis/2Ec33AVlkTTq8BHFgBTdQs,198913,4,Futsal Shuffle 2020,Lil Uzi Vert
1364,1367,123,8,2020-01-31--2020-02-07,GOODMORNINGTOKYO!,"5,286,044",TOKYO’S REVENGE,313480,0Q2n5yzl2XRqYbV77tZNYp,"['meme rap', 'sad rap', 'vapor trap', 'viral rap']",2019-10-18,"2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-10--2020-01-17
2020-01-03--2020-01-10",74,0.907,0.539,-7.782,0.36,0.0408,0.253,124.918,150115,0.664,E,0.907,0.539,4,-7.782,1,0.36,0.0408,0.0,0.253,0.664,124.918,audio_features,0Q2n5yzl2XRqYbV77tZNYp,spotify:track:0Q2n5yzl2XRqYbV77tZNYp,https://api.spotify.com/v1/tracks/0Q2n5yzl2XRqYbV77tZNYp,https://api.spotify.com/v1/audio-analysis/0Q2n5yzl2XRqYbV77tZNYp,150115,4,GOODMORNINGTOKYO!,TOKYO’S REVENGE
1365,1368,58,10,2020-01-03--2020-01-10,Own It (feat. Ed Sheeran & Burna Boy),"5,273,046",Stormzy,2317758,4QPEwDdOMhY7rNS05mTyMR,"['grime', 'uk hip hop']",2019-12-13,"2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",72,0.817,0.781,-4.178,0.112,0.00838,0.123,104.0,216707,0.359,G,0.817,0.781,7,-4.178,0,0.112,0.00838,5.21e-06,0.123,0.359,104.0,audio_features,4QPEwDdOMhY7rNS05mTyMR,spotify:track:4QPEwDdOMhY7rNS05mTyMR,https://api.spotify.com/v1/tracks/4QPEwDdOMhY7rNS05mTyMR,https://api.spotify.com/v1/audio-analysis/4QPEwDdOMhY7rNS05mTyMR,216707,4,Own It (feat. Ed Sheeran & Burna Boy),Stormzy
1366,1369,128,2,2020-02-21--2020-02-28,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix","5,260,351",Future,10491105,4iiWcajF1fEUpwcUewc464,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2020-02-15,"2020-02-28--2020-03-06
2020-02-21--2020-02-28",61,0.81,0.566,-8.33,0.433,0.107,0.122,142.069,315346,0.582,F,0.81,0.566,5,-8.33,1,0.433,0.107,0.0,0.122,0.582,142.069,audio_features,4iiWcajF1fEUpwcUewc464,spotify:track:4iiWcajF1fEUpwcUewc464,https://api.spotify.com/v1/tracks/4iiWcajF1fEUpwcUewc464,https://api.spotify.com/v1/audio-analysis/4iiWcajF1fEUpwcUewc464,315346,4,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future
1367,1370,58,2,2020-02-21--2020-02-28,My Time,"5,212,053",BTS,37151476,4vTgx6h4seHvkuFh84JXYP,"['k-pop', 'k-pop boy group']",2020-02-21,"2020-02-28--2020-03-06
2020-02-21--2020-02-28",74,0.674,0.64,-5.139,0.0339,0.151,0.0925,99.908,234458,0.664,C,0.674,0.64,0,-5.139,0,0.0339,0.151,0.0,0.0925,0.664,99.908,audio_features,4vTgx6h4seHvkuFh84JXYP,spotify:track:4vTgx6h4seHvkuFh84JXYP,https://api.spotify.com/v1/tracks/4vTgx6h4seHvkuFh84JXYP,https://api.spotify.com/v1/audio-analysis/4vTgx6h4seHvkuFh84JXYP,234458,4,My Time,BTS
1368,1371,184,1,2020-02-28--2020-03-06,100k Cash,"5,192,813","Capital Bra, Samra",4093115,033if6Adj8fwBYsQzHOfQ8,['german hip hop'],2020-02-27,2020-02-28--2020-03-06,52,0.701,0.714,-5.906,0.524,0.289,0.0883,86.91,173353,0.604,A#/Bb,0.701,0.714,10,-5.906,1,0.524,0.289,0.0,0.0883,0.604,86.91,audio_features,033if6Adj8fwBYsQzHOfQ8,spotify:track:033if6Adj8fwBYsQzHOfQ8,https://api.spotify.com/v1/tracks/033if6Adj8fwBYsQzHOfQ8,https://api.spotify.com/v1/audio-analysis/033if6Adj8fwBYsQzHOfQ8,173353,4,100k Cash,"Capital Bra, Samra"
1369,1372,185,1,2020-02-28--2020-03-06,Drown (feat. Clinton Kane),"5,186,141",Martin Garrix,14921269,4RVtBlHFKj51Ipvpfv5ER4,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",2020-02-27,2020-02-28--2020-03-06,74,0.573,0.739,-5.455,0.0581,0.212,0.175,120.077,174062,0.363,A,0.573,0.739,9,-5.455,1,0.0581,0.212,0.0,0.175,0.363,120.077,audio_features,4RVtBlHFKj51Ipvpfv5ER4,spotify:track:4RVtBlHFKj51Ipvpfv5ER4,https://api.spotify.com/v1/tracks/4RVtBlHFKj51Ipvpfv5ER4,https://api.spotify.com/v1/audio-analysis/4RVtBlHFKj51Ipvpfv5ER4,174062,4,Drown (feat. Clinton Kane),Martin Garrix
1370,1373,103,7,2020-01-24--2020-01-31,me & ur ghost,"5,184,069",blackbear,4272745,38KsRHYE10bG0paU78gL9r,"['electropop', 'pop', 'pop rap']",2020-08-21,"2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24",71,0.742,0.679,-4.594,0.0259,0.0488,0.0754,100.041,201398,0.856,G,0.755,0.631,7,-6.128,1,0.0261,0.0638,0.0,0.0929,0.881,100.026,audio_features,4yJiXq86uM56uIfIZgE440,spotify:track:4yJiXq86uM56uIfIZgE440,https://api.spotify.com/v1/tracks/4yJiXq86uM56uIfIZgE440,https://api.spotify.com/v1/audio-analysis/4yJiXq86uM56uIfIZgE440,200400,4,me & ur ghost,blackbear
1371,1374,146,8,2019-12-27--2020-01-03,QUE PRETENDES,"5,141,047","J Balvin, Bad Bunny",29067437,25ZAibhr3bdlMCLmubZDVt,"['latin', 'reggaeton', 'reggaeton colombiano']",2019-06-28,"2020-02-28--2020-03-06
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",77,0.639,0.791,-4.443,0.253,0.0275,0.362,92.603,222347,0.939,A#/Bb,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,audio_features,25ZAibhr3bdlMCLmubZDVt,spotify:track:25ZAibhr3bdlMCLmubZDVt,https://api.spotify.com/v1/tracks/25ZAibhr3bdlMCLmubZDVt,https://api.spotify.com/v1/audio-analysis/25ZAibhr3bdlMCLmubZDVt,222347,4,QUE PRETENDES,"J Balvin, Bad Bunny"
1372,1375,140,9,2020-01-31--2020-02-07,You Need To Calm Down,"5,115,153",Taylor Swift,42227614,6RRNNciQGZEXnqk8SQ9yv5,"['pop', 'post-teen pop']",2019-08-23,"2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",78,0.771,0.671,-5.617,0.0553,0.00929,0.0637,85.026,171360,0.714,D,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,audio_features,6RRNNciQGZEXnqk8SQ9yv5,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,https://api.spotify.com/v1/tracks/6RRNNciQGZEXnqk8SQ9yv5,https://api.spotify.com/v1/audio-analysis/6RRNNciQGZEXnqk8SQ9yv5,171360,4,You Need To Calm Down,Taylor Swift
1373,1376,90,10,2019-12-27--2020-01-03,Quizas,"5,112,244","Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",206225,5Id5B3dxJZhPcV9GzgYZZe,"['latin', 'reggaeton', 'trap latino']",2019-10-11,"2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",73,0.727,0.815,-2.454,0.153,0.0258,0.231,176.075,216067,0.677,D#/Eb,0.727,0.815,3,-2.454,1,0.153,0.0258,0.0,0.231,0.677,176.075,audio_features,5Id5B3dxJZhPcV9GzgYZZe,spotify:track:5Id5B3dxJZhPcV9GzgYZZe,https://api.spotify.com/v1/tracks/5Id5B3dxJZhPcV9GzgYZZe,https://api.spotify.com/v1/audio-analysis/5Id5B3dxJZhPcV9GzgYZZe,216067,4,Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion"
1374,1377,106,10,2019-12-27--2020-01-03,Soltera - Remix,"5,078,459","Lunay, Daddy Yankee, Bad Bunny",4963516,1c0hsvHLELX6y8qymnpLKL,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",2019-05-10,"2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",75,0.795,0.783,-4.271,0.0432,0.361,0.437,92.01,266087,0.799,F,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,audio_features,4t9a07PAghtQMRAIP9FQ7Z,spotify:track:4t9a07PAghtQMRAIP9FQ7Z,https://api.spotify.com/v1/tracks/4t9a07PAghtQMRAIP9FQ7Z,https://api.spotify.com/v1/audio-analysis/4t9a07PAghtQMRAIP9FQ7Z,266087,4,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny"
1375,1378,46,9,2020-01-03--2020-01-10,Trampoline (with ZAYN),"5,075,520",SHAED,139434,1iQDltZqI7BXnHrFy4Qo1k,"['electropop', 'pop']",2019-09-26,"2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10",73,0.619,0.459,-5.782,0.0334,0.56,0.137,126.803,184280,0.498,G,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,audio_features,2ez6qvOTHKeI3ss80NGqnI,spotify:track:2ez6qvOTHKeI3ss80NGqnI,https://api.spotify.com/v1/tracks/2ez6qvOTHKeI3ss80NGqnI,https://api.spotify.com/v1/audio-analysis/2ez6qvOTHKeI3ss80NGqnI,184280,4,Trampoline (with ZAYN),SHAED
1376,1379,82,10,2019-12-27--2020-01-03,Truth Hurts,"5,024,683",Lizzo,3991674,3HWzoMvoF3TQfYg4UPszDq,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",2019-04-19,"2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",77,0.715,0.624,-3.046,0.114,0.11,0.123,158.087,173325,0.412,E,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,audio_features,3HWzoMvoF3TQfYg4UPszDq,spotify:track:3HWzoMvoF3TQfYg4UPszDq,https://api.spotify.com/v1/tracks/3HWzoMvoF3TQfYg4UPszDq,https://api.spotify.com/v1/audio-analysis/3HWzoMvoF3TQfYg4UPszDq,173325,4,Truth Hurts,Lizzo
1377,1380,91,10,2020-01-24--2020-01-31,bury a friend,"5,020,303",Billie Eilish,1251372,7p6ZK1vOxKELFwlDfwkJCp,[],2021-08-13,"2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",1,0.887,0.388,-14.505,0.349,0.739,0.106,120.035,193143,0.205,G#/Ab,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,audio_features,4SSnFejRGlZikf02HLewEF,spotify:track:4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/tracks/4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/audio-analysis/4SSnFejRGlZikf02HLewEF,193143,4,bury a friend,Billie Eilish
1378,1381,54,1,2020-02-21--2020-02-28,Louder than bombs,"10,016,907",BTS,37151476,3op7HNwLli54MBjFGzIlZO,"['k-pop', 'k-pop boy group']",2020-02-21,2020-02-21--2020-02-28,72,0.643,0.667,-6.993,0.152,0.0433,0.0904,145.999,217404,0.485,C,0.643,0.667,0,-6.993,0,0.152,0.0433,0.0,0.0904,0.485,145.999,audio_features,3op7HNwLli54MBjFGzIlZO,spotify:track:3op7HNwLli54MBjFGzIlZO,https://api.spotify.com/v1/tracks/3op7HNwLli54MBjFGzIlZO,https://api.spotify.com/v1/audio-analysis/3op7HNwLli54MBjFGzIlZO,217404,4,Louder than bombs,BTS
1379,1382,56,1,2020-02-21--2020-02-28,UGH!,"9,991,177",BTS,37151476,1aKuG1GG76xPLUkjBbQo3W,"['k-pop', 'k-pop boy group']",2020-02-21,2020-02-21--2020-02-28,72,0.72,0.824,-5.086,0.128,0.0394,0.0509,165.998,225012,0.333,A#/Bb,0.72,0.824,10,-5.086,0,0.128,0.0394,0.0,0.0509,0.333,165.998,audio_features,1aKuG1GG76xPLUkjBbQo3W,spotify:track:1aKuG1GG76xPLUkjBbQo3W,https://api.spotify.com/v1/tracks/1aKuG1GG76xPLUkjBbQo3W,https://api.spotify.com/v1/audio-analysis/1aKuG1GG76xPLUkjBbQo3W,225012,4,UGH!,BTS
1380,1383,67,1,2020-02-21--2020-02-28,00:00 (Zero O’Clock),"9,372,219",BTS,37151476,4AlihYDqxXshKhvh5tnMfP,"['k-pop', 'k-pop boy group']",2020-02-21,2020-02-21--2020-02-28,72,0.566,0.548,-6.456,0.0579,0.0802,0.11,157.999,250296,0.196,C#/Db,0.566,0.548,1,-6.456,1,0.0579,0.0802,0.0,0.11,0.196,157.999,audio_features,4AlihYDqxXshKhvh5tnMfP,spotify:track:4AlihYDqxXshKhvh5tnMfP,https://api.spotify.com/v1/tracks/4AlihYDqxXshKhvh5tnMfP,https://api.spotify.com/v1/audio-analysis/4AlihYDqxXshKhvh5tnMfP,250296,4,00:00 (Zero O’Clock),BTS
1381,1384,74,1,2020-02-21--2020-02-28,Friends,"8,822,365",BTS,37151476,7w05lsU2VLSeiT8Nukrv5M,"['k-pop', 'k-pop boy group']",2020-02-21,2020-02-21--2020-02-28,72,0.55,0.747,-5.211,0.0407,0.0668,0.0536,79.98,199339,0.648,C#/Db,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.648,79.98,audio_features,7w05lsU2VLSeiT8Nukrv5M,spotify:track:7w05lsU2VLSeiT8Nukrv5M,https://api.spotify.com/v1/tracks/7w05lsU2VLSeiT8Nukrv5M,https://api.spotify.com/v1/audio-analysis/7w05lsU2VLSeiT8Nukrv5M,199339,4,Friends,BTS
1382,1385,75,1,2020-02-21--2020-02-28,We are Bulletproof : the Eternal,"8,516,710",BTS,37151476,44WLOqH7QayQOQdeUHeKUK,"['k-pop', 'k-pop boy group']",2020-02-21,2020-02-21--2020-02-28,72,0.526,0.575,-5.215,0.0309,0.225,0.108,84.047,261543,0.19,A,0.526,0.575,9,-5.215,0,0.0309,0.225,0.0,0.108,0.19,84.047,audio_features,44WLOqH7QayQOQdeUHeKUK,spotify:track:44WLOqH7QayQOQdeUHeKUK,https://api.spotify.com/v1/tracks/44WLOqH7QayQOQdeUHeKUK,https://api.spotify.com/v1/audio-analysis/44WLOqH7QayQOQdeUHeKUK,261543,4,We are Bulletproof : the Eternal,BTS
1383,1386,79,1,2020-02-21--2020-02-28,Inner Child,"8,312,399",BTS,37151476,4BKOjYosPhw334moS3wlbO,"['k-pop', 'k-pop boy group']",2020-02-21,2020-02-21--2020-02-28,71,0.589,0.696,-7.981,0.0725,0.017,0.0808,134.953,233266,0.332,B,0.589,0.696,11,-7.981,1,0.0725,0.017,0.0,0.0808,0.332,134.953,audio_features,4BKOjYosPhw334moS3wlbO,spotify:track:4BKOjYosPhw334moS3wlbO,https://api.spotify.com/v1/tracks/4BKOjYosPhw334moS3wlbO,https://api.spotify.com/v1/audio-analysis/4BKOjYosPhw334moS3wlbO,233266,4,Inner Child,BTS
